timestamp,model,provider,operation,namespace,cost_usd_cumulative
1787776200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787776500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787776800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787777100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787777400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787777700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787778000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787778300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787778600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787778900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787779200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787779500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787779800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787780100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787780400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787780700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787781000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787781300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787781600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787781900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787782200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787782500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787782800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787783100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787783400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787783700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787784000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787784300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787784600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787784900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787785200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787785500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787785800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787786100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787786400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787786700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787787000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787787300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787787600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787787900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787788200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787788500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787788800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787789100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787789400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787789700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787790000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787790300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787790600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787790900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787791200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787791500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787791800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787792100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787792400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787792700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787793000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787793300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787793600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787793900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787794200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787794500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787794800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787795100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787795400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787795700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787796000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787796300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787796600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787796900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787797200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787797500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787797800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787798100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787798400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787798700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787799000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787799300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787799600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787799900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787800200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787800500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787800800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787801100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787801400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787801700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787802000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787802300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787802600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787802900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787803200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787803500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787803800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787804100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787804400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787804700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787805000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787805300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787805600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787805900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787806200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787806500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787806800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787807100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787807400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787807700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787808000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787808300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787808600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787808900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787809200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787809500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787809800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787810100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787810400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787810700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787811000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787811300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787811600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787811900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787812200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787812500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787812800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787813100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787813400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787813700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787814000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787814300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787814600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787814900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787815200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787815500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787815800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787816100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787816400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787816700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787817000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787817300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787817600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787817900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787818200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787818500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787818800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787819100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787819400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787819700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787820000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787820300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787820600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787820900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787821200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787821500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787821800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787822100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787822400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787822700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787823000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787823300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787823600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787823900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787824200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787824500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787824800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787825100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787825400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787825700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787826000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787826300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787826600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787826900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787827200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787827500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787827800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787828100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787828400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787828700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787829000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787829300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787829600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787829900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787830200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787830500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787830800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787831100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787831400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787831700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787832000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787832300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787832600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787832900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787833200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787833500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787833800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787834100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787834400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787834700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787835000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787835300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787835600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787835900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787836200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787836500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787836800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787837100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787837400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787837700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787838000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787838300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787838600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787838900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787839200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787839500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787839800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787840100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787840400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787840700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787841000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787841300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787841600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787841900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787842200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787842500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787842800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787843100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787843400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787843700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787844000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787844300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787844600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787844900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787845200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787845500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787845800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787846100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787846400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787846700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787847000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787847300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787847600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787847900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787848200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787848500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787848800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787849100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787849400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787849700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787850000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787850300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787850600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787850900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787851200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787851500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787851800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787852100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787852400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787852700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787853000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787853300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787853600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787853900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787854200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787854500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787854800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787855100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787855400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787855700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787856000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787856300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787856600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787856900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787857200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787857500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787857800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787858100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787858400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787858700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787859000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787859300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787859600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787859900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787860200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787860500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787860800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787861100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787861400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787861700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787862000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787862300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787862600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787862900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787863200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787863500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787863800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787864100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787864400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787864700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787865000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787865300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787865600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787863200,tinyrick/Qwen3.8-27B-Uncensored-HauhauCS-Aggressive-MTP-GGUF:Q4_K_P,ollama,chat,suse-ai,0.0000093
1787863500,tinyrick/Qwen3.8-27B-Uncensored-HauhauCS-Aggressive-MTP-GGUF:Q4_K_P,ollama,chat,suse-ai,0.0000093
1787863800,tinyrick/Qwen3.8-27B-Uncensored-HauhauCS-Aggressive-MTP-GGUF:Q4_K_P,ollama,chat,suse-ai,0.0000093
1787864100,tinyrick/Qwen3.8-27B-Uncensored-HauhauCS-Aggressive-MTP-GGUF:Q4_K_P,ollama,chat,suse-ai,0.0000093
1787864400,tinyrick/Qwen3.8-27B-Uncensored-HauhauCS-Aggressive-MTP-GGUF:Q4_K_P,ollama,chat,suse-ai,0.0000093
1787864700,tinyrick/Qwen3.8-27B-Uncensored-HauhauCS-Aggressive-MTP-GGUF:Q4_K_P,ollama,chat,suse-ai,0.0000093
1787865000,tinyrick/Qwen3.8-27B-Uncensored-HauhauCS-Aggressive-MTP-GGUF:Q4_K_P,ollama,chat,suse-ai,0.0000093
1787865300,tinyrick/Qwen3.8-27B-Uncensored-HauhauCS-Aggressive-MTP-GGUF:Q4_K_P,ollama,chat,suse-ai,0.0000093
1787865600,tinyrick/Qwen3.8-27B-Uncensored-HauhauCS-Aggressive-MTP-GGUF:Q4_K_P,ollama,chat,suse-ai,0.0000093
1787852700,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787853000,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787853300,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787853600,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787853900,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787854200,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787854500,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787854800,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787855100,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787855400,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787855700,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787856000,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787856300,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787856600,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787856900,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787857200,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787857500,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787857800,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787858100,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787858400,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787858700,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787859000,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787859300,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787859600,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787859900,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787860200,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787860500,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787860800,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787861100,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787861400,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787861700,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787862000,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787862300,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787862600,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787862900,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787863200,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787863500,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787863800,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787864100,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787864400,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787864700,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787865000,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787865300,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787865600,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787852700,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787853000,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787853300,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787853600,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787853900,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787854200,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787854500,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787854800,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787855100,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787855400,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787855700,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787856000,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787856300,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787856600,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787856900,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787857200,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787857500,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787857800,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787858100,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787858400,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787858700,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787859000,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787859300,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787859600,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787859900,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787860200,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787860500,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787860800,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787861100,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787861400,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787861700,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787862000,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787862300,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787862600,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787862900,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787863200,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787863500,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787863800,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787864100,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787864400,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787864700,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787865000,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787865300,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787865600,glm-4.7-flash:q4_K_M,ollama,chat,suse-ai,0.0001555
1787660100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787660400,meu-assistente,ollama,chat,suse-ai,0.0001326
1787660700,meu-assistente,ollama,chat,suse-ai,0.0001326
1787661000,meu-assistente,ollama,chat,suse-ai,0.0001326
1787661300,meu-assistente,ollama,chat,suse-ai,0.0001326
1787661600,meu-assistente,ollama,chat,suse-ai,0.0001326
1787661900,meu-assistente,ollama,chat,suse-ai,0.0001326
1787662200,meu-assistente,ollama,chat,suse-ai,0.0001326
1787662500,meu-assistente,ollama,chat,suse-ai,0.0001326
1787662800,meu-assistente,ollama,chat,suse-ai,0.0001326
1787663100,meu-assistente,ollama,chat,suse-ai,0.0001326
1787663400,meu-assistente,ollama,chat,suse-ai,0.0001326
